Number,Date-Time,Temp(Â°C),Salinity(psu),Conduct(mS/cm),Velocity(m/sec)
652,11.05.2024 19:00:00,"15,28","0,02","0,02","1466,19"
653,11.05.2024 21:00:00,"15,13","0,02","0,02","1465,66"
654,11.05.2024 23:00:00,"15,04","0,02","0,02","1465,33"
655,12.05.2024 01:00:00,"15,04","0,02","0,02","1465,33"
656,12.05.2024 03:00:00,"15,13","0,02","0,02","1465,66"
657,12.05.2024 05:00:00,"15,19","0,02","0,02","1465,87"
658,12.05.2024 07:00:00,"15,22","0,02","0,02","1465,98"
659,12.05.2024 09:00:00,"15,22","0,02","0,02","1465,98"
660,12.05.2024 11:00:00,"15,22","0,02","0,02","1465,98"
661,12.05.2024 13:00:00,"15,32","0,02","0,02","1466,30"
662,12.05.2024 15:00:00,"15,38","0,02","0,02","1466,51"
663,12.05.2024 17:00:00,"15,38","0,02","0,02","1466,51"
664,12.05.2024 19:00:00,"15,38","0,02","0,02","1466,51"
665,12.05.2024 21:00:00,"15,32","0,02","0,02","1466,30"
666,12.05.2024 23:00:00,"15,32","0,02","0,02","1466,30"
667,13.05.2024 01:00:00,"15,28","0,02","0,02","1466,19"
668,13.05.2024 03:00:00,"15,22","0,02","0,02","1465,98"
669,13.05.2024 05:00:00,"15,19","0,02","0,02","1465,87"
670,13.05.2024 07:00:00,"15,16","0,02","0,02","1465,76"
671,13.05.2024 09:00:00,"15,16","0,02","0,02","1465,76"
672,13.05.2024 11:00:00,"15,16","0,02","0,02","1465,76"
673,13.05.2024 13:00:00,"15,16","0,02","0,02","1465,76"
674,13.05.2024 15:00:00,"15,22","0,02","0,02","1465,98"
675,13.05.2024 17:00:00,"15,35","0,01","0,00","1466,40"
676,13.05.2024 19:00:00,"15,35","0,02","0,02","1466,41"
677,13.05.2024 21:00:00,"15,35","0,02","0,02","1466,41"
678,13.05.2024 23:00:00,"15,38","0,02","0,02","1466,51"
679,14.05.2024 01:00:00,"15,35","0,02","0,02","1466,41"
680,14.05.2024 03:00:00,"15,32","0,02","0,02","1466,30"
681,14.05.2024 05:00:00,"15,28","0,02","0,02","1466,19"
682,14.05.2024 07:00:00,"15,25","0,02","0,02","1466,09"
683,14.05.2024 09:00:00,"15,28","0,02","0,02","1466,19"
684,14.05.2024 11:00:00,"15,28","0,02","0,02","1466,19"
685,14.05.2024 13:00:00,"15,28","0,02","0,02","1466,19"
686,14.05.2024 15:00:00,"15,38","0,02","0,02","1466,51"
687,14.05.2024 17:00:00,"15,53","0,02","0,02","1467,05"
688,14.05.2024 19:00:00,"15,62","0,02","0,02","1467,37"
689,14.05.2024 21:00:00,"15,65","0,02","0,02","1467,47"
690,14.05.2024 23:00:00,"15,65","0,02","0,02","1467,47"
691,15.05.2024 01:00:00,"15,68","0,02","0,02","1467,58"
692,15.05.2024 03:00:00,"15,65","0,02","0,02","1467,47"
693,15.05.2024 05:00:00,"15,62","0,02","0,02","1467,37"
694,15.05.2024 07:00:00,"15,59","0,02","0,02","1467,26"
695,15.05.2024 09:00:00,"15,62","0,02","0,02","1467,37"
696,15.05.2024 11:00:00,"15,62","0,02","0,02","1467,37"
697,15.05.2024 13:00:00,"15,65","0,02","0,02","1467,47"
698,15.05.2024 15:00:00,"15,65","0,02","0,02","1467,47"
699,15.05.2024 17:00:00,"15,68","0,02","0,02","1467,58"
700,15.05.2024 19:00:00,"15,71","0,02","0,02","1467,68"
701,15.05.2024 21:00:00,"15,74","0,02","0,02","1467,79"
702,15.05.2024 23:00:00,"15,77","0,02","0,02","1467,89"
703,16.05.2024 01:00:00,"15,77","0,02","0,02","1467,89"
704,16.05.2024 03:00:00,"15,80","0,02","0,02","1468,00"
705,16.05.2024 05:00:00,"15,80","0,02","0,02","1468,00"
706,16.05.2024 07:00:00,"15,80","0,02","0,02","1468,00"
707,16.05.2024 09:00:00,"15,77","0,02","0,02","1467,89"
708,16.05.2024 11:00:00,"15,80","0,02","0,02","1468,00"
709,16.05.2024 13:00:00,"15,80","0,02","0,02","1468,00"
710,16.05.2024 15:00:00,"15,84","0,02","0,02","1468,10"
711,16.05.2024 17:00:00,"15,84","0,02","0,02","1468,10"
712,16.05.2024 19:00:00,"15,87","0,02","0,02","1468,21"
713,16.05.2024 21:00:00,"15,90","0,02","0,02","1468,31"
714,16.05.2024 23:00:00,"15,96","0,02","0,02","1468,52"
715,17.05.2024 01:00:00,"15,96","0,02","0,02","1468,52"
716,17.05.2024 03:00:00,"15,96","0,02","0,02","1468,52"
717,17.05.2024 05:00:00,"15,99","0,02","0,02","1468,63"
718,17.05.2024 07:00:00,"15,99","0,02","0,02","1468,63"
719,17.05.2024 09:00:00,"15,96","0,02","0,02","1468,52"
720,17.05.2024 11:00:00,"15,93","0,02","0,02","1468,42"
721,17.05.2024 13:00:00,"15,96","0,02","0,02","1468,52"
722,17.05.2024 15:00:00,"15,99","0,02","0,02","1468,63"
723,17.05.2024 17:00:00,"16,02","0,02","0,02","1468,73"
724,17.05.2024 19:00:00,"16,02","0,02","0,02","1468,73"
725,17.05.2024 21:00:00,"16,08","0,02","0,02","1468,94"
726,17.05.2024 23:00:00,"16,11","0,02","0,02","1469,05"
727,18.05.2024 01:00:00,"16,14","0,02","0,02","1469,15"
728,18.05.2024 03:00:00,"16,17","0,02","0,02","1469,25"
729,18.05.2024 05:00:00,"16,17","0,02","0,02","1469,25"
730,18.05.2024 07:00:00,"16,20","0,02","0,02","1469,36"
731,18.05.2024 09:00:00,"16,20","0,02","0,02","1469,36"
732,18.05.2024 11:00:00,"16,17","0,02","0,02","1469,25"
733,18.05.2024 13:00:00,"16,17","0,02","0,02","1469,25"
734,18.05.2024 15:00:00,"16,23","0,02","0,02","1469,46"
735,18.05.2024 17:00:00,"16,26","0,02","0,02","1469,56"
736,18.05.2024 19:00:00,"16,26","0,02","0,02","1469,56"
737,18.05.2024 21:00:00,"16,26","0,02","0,02","1469,56"
738,18.05.2024 23:00:00,"16,26","0,02","0,02","1469,56"
739,19.05.2024 01:00:00,"16,29","0,02","0,02","1469,67"
740,19.05.2024 03:00:00,"16,32","0,02","0,02","1469,77"
741,19.05.2024 05:00:00,"16,29","0,02","0,02","1469,67"
742,19.05.2024 07:00:00,"16,29","0,02","0,02","1469,67"
743,19.05.2024 09:00:00,"16,29","0,02","0,02","1469,67"
744,19.05.2024 11:00:00,"16,26","0,02","0,02","1469,56"
745,19.05.2024 13:00:00,"16,23","0,02","0,02","1469,46"
746,19.05.2024 15:00:00,"16,23","0,02","0,02","1469,46"
747,19.05.2024 17:00:00,"16,26","0,02","0,02","1469,56"
748,19.05.2024 19:00:00,"16,26","0,02","0,02","1469,56"
749,19.05.2024 21:00:00,"16,26","0,02","0,02","1469,56"
750,19.05.2024 23:00:00,"16,23","0,02","0,02","1469,46"
751,20.05.2024 01:00:00,"16,20","0,02","0,02","1469,36"
752,20.05.2024 03:00:00,"16,23","0,02","0,02","1469,46"
753,20.05.2024 05:00:00,"16,20","0,02","0,02","1469,36"
754,20.05.2024 07:00:00,"16,17","0,02","0,02","1469,25"
755,20.05.2024 09:00:00,"16,14","0,02","0,02","1469,15"
756,20.05.2024 11:00:00,"16,14","0,02","0,02","1469,15"
757,20.05.2024 13:00:00,"16,11","0,02","0,02","1469,05"
758,20.05.2024 15:00:00,"16,14","0,02","0,02","1469,15"
759,20.05.2024 17:00:00,"16,14","0,02","0,02","1469,15"
760,20.05.2024 19:00:00,"16,17","0,02","0,02","1469,25"
761,20.05.2024 21:00:00,"16,20","0,02","0,02","1469,36"
762,20.05.2024 23:00:00,"16,20","0,02","0,02","1469,36"
763,21.05.2024 01:00:00,"16,17","0,02","0,02","1469,25"
764,21.05.2024 03:00:00,"16,17","0,02","0,02","1469,25"
765,21.05.2024 05:00:00,"16,20","0,02","0,02","1469,36"
766,21.05.2024 07:00:00,"16,20","0,02","0,02","1469,36"
767,21.05.2024 09:00:00,"16,17","0,02","0,02","1469,25"
768,21.05.2024 11:00:00,"16,17","0,02","0,02","1469,25"
769,21.05.2024 13:00:00,"16,20","0,02","0,02","1469,36"
770,21.05.2024 15:00:00,"16,20","0,02","0,02","1469,36"
771,21.05.2024 17:00:00,"16,20","0,02","0,02","1469,36"
772,21.05.2024 19:00:00,"16,23","0,02","0,02","1469,46"
773,21.05.2024 21:00:00,"16,26","0,02","0,02","1469,56"
774,21.05.2024 23:00:00,"16,29","0,02","0,02","1469,67"
775,22.05.2024 01:00:00,"16,29","0,02","0,02","1469,67"
776,22.05.2024 03:00:00,"16,26","0,02","0,02","1469,56"
777,22.05.2024 05:00:00,"16,32","0,02","0,02","1469,77"
778,22.05.2024 07:00:00,"16,35","0,02","0,02","1469,88"
779,22.05.2024 09:00:00,"16,35","0,02","0,02","1469,88"
780,22.05.2024 11:00:00,"16,32","0,02","0,02","1469,77"
781,22.05.2024 13:00:00,"16,32","0,02","0,02","1469,77"
782,22.05.2024 15:00:00,"16,38","0,02","0,02","1469,98"
783,22.05.2024 17:00:00,"16,38","0,02","0,02","1469,98"
784,22.05.2024 19:00:00,"16,44","0,02","0,02","1470,18"
785,22.05.2024 21:00:00,"16,44","0,02","0,02","1470,18"
786,22.05.2024 23:00:00,"16,47","0,02","0,02","1470,29"
787,23.05.2024 01:00:00,"16,50","0,02","0,02","1470,39"
788,23.05.2024 03:00:00,"16,50","0,02","0,02","1470,39"
789,23.05.2024 05:00:00,"16,50","0,02","0,02","1470,39"
790,23.05.2024 07:00:00,"16,56","0,02","0,02","1470,60"
791,23.05.2024 09:00:00,"16,62","0,02","0,02","1470,80"
792,23.05.2024 11:00:00,"16,66","0,02","0,02","1470,90"
793,23.05.2024 13:00:00,"16,66","0,02","0,02","1470,90"
794,23.05.2024 15:00:00,"16,69","0,02","0,02","1471,01"
795,23.05.2024 17:00:00,"16,75","0,02","0,02","1471,21"
796,23.05.2024 19:00:00,"16,78","0,02","0,02","1471,31"
797,23.05.2024 21:00:00,"16,78","0,02","0,02","1471,31"
798,23.05.2024 23:00:00,"16,78","0,02","0,02","1471,31"
799,24.05.2024 01:00:00,"16,84","0,02","0,02","1471,51"
800,24.05.2024 03:00:00,"16,90","0,02","0,02","1471,72"
801,24.05.2024 05:00:00,"16,90","0,02","0,02","1471,72"
802,24.05.2024 07:00:00,"16,90","0,02","0,02","1471,72"
803,24.05.2024 09:00:00,"16,96","0,02","0,02","1471,92"
804,24.05.2024 11:00:00,"16,99","0,02","0,02","1472,02"
805,24.05.2024 13:00:00,"17,02","0,02","0,02","1472,12"
806,24.05.2024 15:00:00,"17,05","0,02","0,02","1472,22"
807,24.05.2024 17:00:00,"17,08","0,02","0,02","1472,32"
808,24.05.2024 19:00:00,"17,11","0,02","0,02","1472,43"
809,24.05.2024 21:00:00,"17,14","0,02","0,02","1472,53"
810,24.05.2024 23:00:00,"17,14","0,02","0,02","1472,53"
811,25.05.2024 01:00:00,"17,11","0,02","0,02","1472,43"
812,25.05.2024 03:00:00,"17,08","0,02","0,02","1472,32"
813,25.05.2024 05:00:00,"17,08","0,02","0,02","1472,32"
814,25.05.2024 07:00:00,"17,05","0,02","0,02","1472,22"
815,25.05.2024 09:00:00,"17,05","0,02","0,02","1472,22"
816,25.05.2024 11:00:00,"17,02","0,02","0,02","1472,12"
817,25.05.2024 13:00:00,"17,05","0,02","0,02","1472,22"
818,25.05.2024 15:00:00,"17,08","0,02","0,02","1472,32"
819,25.05.2024 17:00:00,"17,26","0,02","0,02","1472,93"
820,25.05.2024 19:00:00,"17,35","0,02","0,02","1473,23"
821,25.05.2024 21:00:00,"17,32","0,02","0,02","1473,13"
822,25.05.2024 23:00:00,"17,29","0,02","0,02","1473,03"
823,26.05.2024 01:00:00,"17,26","0,02","0,02","1472,93"
824,26.05.2024 03:00:00,"17,23","0,02","0,02","1472,83"
825,26.05.2024 05:00:00,"17,20","0,02","0,02","1472,73"
826,26.05.2024 07:00:00,"17,20","0,02","0,02","1472,73"
827,26.05.2024 09:00:00,"17,23","0,02","0,02","1472,83"
828,26.05.2024 11:00:00,"17,26","0,02","0,02","1472,93"
829,26.05.2024 13:00:00,"17,32","0,02","0,02","1473,13"
830,26.05.2024 15:00:00,"17,41","0,02","0,02","1473,43"
831,26.05.2024 17:00:00,"17,56","0,02","0,02","1473,93"
832,26.05.2024 19:00:00,"17,59","0,02","0,02","1474,03"
833,26.05.2024 21:00:00,"17,59","0,02","0,02","1474,03"
834,26.05.2024 23:00:00,"17,62","0,02","0,02","1474,12"
835,27.05.2024 01:00:00,"17,62","0,02","0,02","1474,12"
836,27.05.2024 03:00:00,"17,59","0,02","0,02","1474,03"
837,27.05.2024 05:00:00,"17,53","0,02","0,02","1473,83"
838,27.05.2024 07:00:00,"17,47","0,02","0,02","1473,63"
839,27.05.2024 09:00:00,"17,41","0,02","0,02","1473,43"
840,27.05.2024 11:00:00,"17,41","0,02","0,02","1473,43"
841,27.05.2024 13:00:00,"17,41","0,02","0,02","1473,43"
842,27.05.2024 15:00:00,"17,41","0,02","0,02","1473,43"
843,27.05.2024 17:00:00,"17,41","0,02","0,02","1473,43"
844,27.05.2024 19:00:00,"17,38","0,02","0,02","1473,33"
845,27.05.2024 21:00:00,"17,32","0,02","0,02","1473,13"
846,27.05.2024 23:00:00,"17,26","0,02","0,02","1472,93"
847,28.05.2024 01:00:00,"17,20","0,02","0,02","1472,73"
848,28.05.2024 03:00:00,"17,17","0,02","0,02","1472,63"
849,28.05.2024 05:00:00,"17,14","0,02","0,02","1472,53"
850,28.05.2024 07:00:00,"17,11","0,02","0,02","1472,43"
851,28.05.2024 09:00:00,"17,05","0,02","0,02","1472,22"
852,28.05.2024 11:00:00,"17,02","0,02","0,02","1472,12"
853,28.05.2024 13:00:00,"17,02","0,02","0,02","1472,12"
854,28.05.2024 15:00:00,"16,99","0,02","0,02","1472,02"
855,28.05.2024 17:00:00,"16,99","0,02","0,02","1472,02"
856,28.05.2024 19:00:00,"17,02","0,02","0,02","1472,12"
857,28.05.2024 21:00:00,"17,05","0,02","0,02","1472,22"
858,28.05.2024 23:00:00,"17,05","0,02","0,02","1472,22"
859,29.05.2024 01:00:00,"17,05","0,02","0,02","1472,22"
860,29.05.2024 03:00:00,"17,08","0,02","0,02","1472,32"
861,29.05.2024 05:00:00,"17,08","0,02","0,02","1472,32"
862,29.05.2024 07:00:00,"17,11","0,02","0,02","1472,43"
863,29.05.2024 09:00:00,"17,11","0,02","0,02","1472,43"
864,29.05.2024 11:00:00,"17,08","0,02","0,02","1472,32"
865,29.05.2024 13:00:00,"17,08","0,02","0,02","1472,32"
866,29.05.2024 15:00:00,"17,11","0,02","0,02","1472,43"
867,29.05.2024 17:00:00,"17,17","0,02","0,02","1472,63"
868,29.05.2024 19:00:00,"17,17","0,02","0,02","1472,63"
869,29.05.2024 21:00:00,"17,17","0,02","0,02","1472,63"
870,29.05.2024 23:00:00,"17,20","0,02","0,02","1472,73"
871,30.05.2024 01:00:00,"17,23","0,02","0,02","1472,83"
872,30.05.2024 03:00:00,"17,23","0,03","0,05","1472,85"
873,30.05.2024 05:00:00,"17,26","0,02","0,02","1472,93"
874,30.05.2024 07:00:00,"17,26","0,02","0,02","1472,93"
875,30.05.2024 09:00:00,"17,26","0,02","0,02","1472,93"
876,30.05.2024 11:00:00,"17,23","0,02","0,02","1472,83"
877,30.05.2024 13:00:00,"17,23","0,03","0,05","1472,85"
878,30.05.2024 15:00:00,"17,23","0,02","0,02","1472,83"
879,30.05.2024 17:00:00,"17,23","0,02","0,02","1472,83"
880,30.05.2024 19:00:00,"17,23","0,02","0,02","1472,83"
881,30.05.2024 21:00:00,"17,23","0,02","0,02","1472,83"
882,30.05.2024 23:00:00,"17,23","0,02","0,02","1472,83"
883,31.05.2024 01:00:00,"17,20","0,02","0,02","1472,73"
884,31.05.2024 03:00:00,"17,20","0,02","0,02","1472,73"
885,31.05.2024 05:00:00,"17,17","0,02","0,02","1472,63"
886,31.05.2024 07:00:00,"17,14","0,02","0,02","1472,53"
887,31.05.2024 09:00:00,"17,08","0,02","0,02","1472,32"
888,31.05.2024 11:00:00,"17,08","0,02","0,02","1472,32"
889,31.05.2024 13:00:00,"17,08","0,02","0,02","1472,32"
890,31.05.2024 15:00:00,"17,08","0,02","0,02","1472,32"
891,31.05.2024 17:00:00,"17,05","0,02","0,02","1472,22"
892,31.05.2024 19:00:00,"17,08","0,02","0,02","1472,32"
893,31.05.2024 21:00:00,"17,11","0,02","0,02","1472,43"
894,31.05.2024 23:00:00,"17,11","0,02","0,02","1472,43"
895,01.06.2024 01:00:00,"17,14","0,02","0,02","1472,53"
896,01.06.2024 03:00:00,"17,14","0,02","0,02","1472,53"
897,01.06.2024 05:00:00,"17,14","0,02","0,02","1472,53"
898,01.06.2024 07:00:00,"17,11","0,02","0,02","1472,43"
899,01.06.2024 09:00:00,"17,08","0,02","0,02","1472,32"
900,01.06.2024 11:00:00,"17,05","0,02","0,02","1472,22"
901,01.06.2024 13:00:00,"17,11","0,02","0,02","1472,43"
902,01.06.2024 15:00:00,"17,20","0,02","0,02","1472,73"
903,01.06.2024 17:00:00,"17,26","0,02","0,02","1472,93"
904,01.06.2024 19:00:00,"17,32","0,02","0,02","1473,13"
905,01.06.2024 21:00:00,"17,23","0,02","0,02","1472,83"
906,01.06.2024 23:00:00,"17,26","0,03","0,05","1472,95"
907,02.06.2024 01:00:00,"17,26","0,03","0,05","1472,95"
908,02.06.2024 03:00:00,"17,23","0,02","0,02","1472,83"
909,02.06.2024 05:00:00,"17,17","0,02","0,02","1472,63"
910,02.06.2024 07:00:00,"17,14","0,02","0,02","1472,53"
911,02.06.2024 09:00:00,"17,08","0,02","0,02","1472,32"
912,02.06.2024 11:00:00,"17,11","0,02","0,02","1472,43"
913,02.06.2024 13:00:00,"17,14","0,02","0,02","1472,53"
914,02.06.2024 15:00:00,"17,20","0,02","0,02","1472,73"
915,02.06.2024 17:00:00,"17,23","0,02","0,02","1472,83"
916,02.06.2024 19:00:00,"17,23","0,02","0,02","1472,83"
917,02.06.2024 21:00:00,"17,23","0,02","0,02","1472,83"
918,02.06.2024 23:00:00,"17,23","0,02","0,02","1472,83"
919,03.06.2024 01:00:00,"17,26","0,02","0,02","1472,93"
920,03.06.2024 03:00:00,"17,29","0,02","0,02","1473,03"
921,03.06.2024 05:00:00,"17,29","0,02","0,02","1473,03"
922,03.06.2024 07:00:00,"17,29","0,02","0,02","1473,03"
923,03.06.2024 09:00:00,"17,29","0,02","0,02","1473,03"
924,03.06.2024 11:00:00,"17,32","0,02","0,02","1473,13"
925,03.06.2024 13:00:00,"17,32","0,02","0,02","1473,13"
926,03.06.2024 15:00:00,"17,32","0,02","0,02","1473,13"
927,03.06.2024 17:00:00,"17,38","0,02","0,02","1473,33"
928,03.06.2024 19:00:00,"17,44","0,02","0,02","1473,53"
929,03.06.2024 21:00:00,"17,44","0,02","0,02","1473,53"
930,03.06.2024 23:00:00,"17,44","0,03","0,05","1473,55"
931,04.06.2024 01:00:00,"17,44","0,02","0,02","1473,53"
932,04.06.2024 03:00:00,"17,47","0,02","0,02","1473,63"
933,04.06.2024 05:00:00,"17,50","0,02","0,02","1473,73"
934,04.06.2024 07:00:00,"17,47","0,02","0,02","1473,63"
935,04.06.2024 09:00:00,"17,44","0,02","0,02","1473,53"
936,04.06.2024 11:00:00,"17,41","0,02","0,02","1473,43"
937,04.06.2024 13:00:00,"17,44","0,02","0,02","1473,53"
938,04.06.2024 15:00:00,"17,44","0,02","0,02","1473,53"
939,04.06.2024 17:00:00,"17,44","0,02","0,02","1473,53"
940,04.06.2024 19:00:00,"17,44","0,02","0,02","1473,53"
941,04.06.2024 21:00:00,"17,47","0,02","0,02","1473,63"
942,04.06.2024 23:00:00,"17,50","0,02","0,02","1473,73"
943,05.06.2024 01:00:00,"17,47","0,02","0,02","1473,63"
944,05.06.2024 03:00:00,"17,47","0,02","0,02","1473,63"
945,05.06.2024 05:00:00,"17,47","0,02","0,02","1473,63"
946,05.06.2024 07:00:00,"17,50","0,02","0,02","1473,73"
947,05.06.2024 09:00:00,"17,53","0,02","0,02","1473,83"
948,05.06.2024 11:00:00,"17,53","0,02","0,02","1473,83"
949,05.06.2024 13:00:00,"17,56","0,03","0,05","1473,94"
950,05.06.2024 15:00:00,"17,62","0,02","0,02","1474,12"
951,05.06.2024 17:00:00,"17,65","0,03","0,05","1474,24"
952,05.06.2024 19:00:00,"17,68","0,02","0,02","1474,32"
953,05.06.2024 21:00:00,"17,74","0,02","0,02","1474,52"
954,05.06.2024 23:00:00,"17,80","0,02","0,02","1474,72"
955,06.06.2024 01:00:00,"17,83","0,02","0,02","1474,82"
956,06.06.2024 03:00:00,"17,83","0,02","0,02","1474,82"
957,06.06.2024 05:00:00,"17,83","0,02","0,02","1474,82"
958,06.06.2024 07:00:00,"17,89","0,02","0,02","1475,01"
959,06.06.2024 09:00:00,"17,89","0,02","0,02","1475,01"
960,06.06.2024 11:00:00,"17,95","0,03","0,05","1475,23"
961,06.06.2024 13:00:00,"17,98","0,02","0,02","1475,31"
962,06.06.2024 15:00:00,"18,10","0,02","0,02","1475,70"
963,06.06.2024 17:00:00,"18,16","0,02","0,02","1475,89"
964,06.06.2024 19:00:00,"18,16","0,02","0,02","1475,89"
965,06.06.2024 21:00:00,"18,16","0,02","0,02","1475,89"
966,06.06.2024 23:00:00,"18,16","0,02","0,02","1475,89"
967,07.06.2024 01:00:00,"18,13","0,02","0,02","1475,79"
968,07.06.2024 03:00:00,"18,10","0,02","0,02","1475,70"
969,07.06.2024 05:00:00,"18,01","0,02","0,02","1475,40"
970,07.06.2024 07:00:00,"17,98","0,02","0,02","1475,31"
971,07.06.2024 09:00:00,"17,98","0,02","0,02","1475,31"
972,07.06.2024 11:00:00,"17,98","0,02","0,02","1475,31"
973,07.06.2024 13:00:00,"18,01","0,02","0,02","1475,40"
974,07.06.2024 15:00:00,"18,07","0,02","0,02","1475,60"
975,07.06.2024 17:00:00,"18,07","0,02","0,02","1475,60"
976,07.06.2024 19:00:00,"18,10","0,02","0,02","1475,70"
977,07.06.2024 21:00:00,"18,10","0,02","0,02","1475,70"
978,07.06.2024 23:00:00,"18,10","0,02","0,02","1475,70"
